candidate,domain,language_scope,tasks,disorders,evidence_level,status,feature_keys,reference,reason
morph_dep_other_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_dep_other_ratio,SAY catalog v1,
morph_dep_root_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_dep_root_ratio,SAY catalog v1,
morph_dep_subject_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_dep_subject_ratio,SAY catalog v1,
morph_dependency_length_mean_tokens,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_dependency_length_mean_tokens,SAY catalog v1,
morph_dependency_length_sd_tokens,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_dependency_length_sd_tokens,SAY catalog v1,
morph_dependent_clause_ratio,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_dependent_clause_ratio,SAY catalog v1,
morph_embedding_count,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_embedding_count,SAY catalog v1,
morph_function_word_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_function_word_ratio,SAY catalog v1,
morph_incomplete_sentence_ratio,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_incomplete_sentence_ratio,SAY catalog v1,
morph_noun_verb_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_noun_verb_ratio,SAY catalog v1,
morph_particle_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_particle_ratio,SAY catalog v1,
morph_pronoun_noun_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_pronoun_noun_ratio,SAY catalog v1,
morph_reduced_sentence_ratio,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_reduced_sentence_ratio,SAY catalog v1,
morph_sentence_count,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_sentence_count,SAY catalog v1,
morph_subordinate_clause_count,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_subordinate_clause_count,SAY catalog v1,
morph_subordination_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_subordination_ratio,SAY catalog v1,
morph_t_unit_count,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_t_unit_count,SAY catalog v1,
morph_tree_depth_max,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_tree_depth_max,SAY catalog v1,
morph_tree_depth_mean,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_tree_depth_mean,SAY catalog v1,
morph_upos_adj_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_adj_ratio,SAY catalog v1,
morph_upos_adp_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_adp_ratio,SAY catalog v1,
morph_upos_adv_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_adv_ratio,SAY catalog v1,
morph_upos_aux_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_aux_ratio,SAY catalog v1,
morph_upos_cconj_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_cconj_ratio,SAY catalog v1,
morph_upos_det_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_det_ratio,SAY catalog v1,
morph_upos_intj_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_intj_ratio,SAY catalog v1,
morph_upos_noun_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_noun_ratio,SAY catalog v1,
morph_upos_num_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_num_ratio,SAY catalog v1,
morph_upos_part_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_part_ratio,SAY catalog v1,
morph_upos_pron_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_pron_ratio,SAY catalog v1,
morph_upos_propn_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_propn_ratio,SAY catalog v1,
morph_upos_punct_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_punct_ratio,SAY catalog v1,
morph_upos_sconj_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_sconj_ratio,SAY catalog v1,
morph_upos_sym_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_sym_ratio,SAY catalog v1,
morph_upos_verb_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_verb_ratio,SAY catalog v1,
morph_upos_x_ratio,morphosyntactic,language_dependent,connected_speech,ad|als|cbs|dlb|ftd|hd|mci|pd|pdd|ppa|psp,derived_companion,implemented,morph_upos_x_ratio,SAY catalog v1,
morph_verb_phrase_count,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_verb_phrase_count,SAY catalog v1,
morph_well_formed_sentence_ratio,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_well_formed_sentence_ratio,SAY catalog v1,
morph_words_per_clause,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_words_per_clause,SAY catalog v1,
morph_words_per_sentence,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_words_per_sentence,SAY catalog v1,
morph_words_per_t_unit,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_words_per_t_unit,SAY catalog v1,
morph_yngve_depth_max,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_yngve_depth_max,SAY catalog v1,
morph_yngve_depth_mean,morphosyntactic,language_sensitive,,,derived_companion,implemented,morph_yngve_depth_mean,SAY catalog v1,
egemaps_hnrdbacf_sma3nz_amean,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_hnrdbacf_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_hnrdbacf_sma3nz_stddevnorm,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_hnrdbacf_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_jitterlocal_sma3nz_amean,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_jitterlocal_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_jitterlocal_sma3nz_stddevnorm,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_jitterlocal_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_logrelf0_h1_a3_sma3nz_amean,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_logrelf0_h1_a3_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_logrelf0_h1_a3_sma3nz_stddevnorm,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_logrelf0_h1_a3_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_logrelf0_h1_h2_sma3nz_amean,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_logrelf0_h1_h2_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_logrelf0_h1_h2_sma3nz_stddevnorm,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_logrelf0_h1_h2_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_shimmerlocaldb_sma3nz_amean,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_shimmerlocaldb_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_shimmerlocaldb_sma3nz_stddevnorm,phonation,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_shimmerlocaldb_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
proprietary measures,phonation,language_independent,connected_speech,,single_study,deferred,,docs/research/neurodegenerative-speech-feature-sources.md,no open reproducible implementation is available
voice_break_count,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_break_count,Neurodegenerative speech feature expansion v1,
voice_break_proportion,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_break_proportion,Neurodegenerative speech feature expansion v1,
voice_break_rate_per_min,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_break_rate_per_min,Neurodegenerative speech feature expansion v1,
voice_correlation_dimension,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_correlation_dimension,Neurodegenerative speech feature expansion v1,
voice_cpp_iqr_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_cpp_iqr_db,SAY catalog v1,
voice_cpp_mean_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_cpp_mean_db,SAY catalog v1,
voice_cpp_median_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_cpp_median_db,SAY catalog v1,
voice_cpp_sd_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_cpp_sd_db,SAY catalog v1,
voice_dfa,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_dfa,Neurodegenerative speech feature expansion v1,
voice_gaping_interval_rate_per_min,phonation,language_independent,sustained_vowel,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,voice_gaping_interval_rate_per_min,Neurodegenerative speech feature expansion v1,
voice_hnr_iqr_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_hnr_iqr_db,SAY catalog v1,
voice_hnr_mean_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_hnr_mean_db,SAY catalog v1,
voice_hnr_median_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_hnr_median_db,SAY catalog v1,
voice_hnr_sd_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_hnr_sd_db,SAY catalog v1,
voice_jitter_ddp,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_jitter_ddp,Neurodegenerative speech feature expansion v1,
voice_jitter_local,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_jitter_local,SAY catalog v1,
voice_jitter_ppq5,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_jitter_ppq5,Neurodegenerative speech feature expansion v1,
voice_jitter_rap,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_jitter_rap,Neurodegenerative speech feature expansion v1,
voice_nhr_mean_db,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_nhr_mean_db,Neurodegenerative speech feature expansion v1,
voice_pitch_period_entropy,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_pitch_period_entropy,Neurodegenerative speech feature expansion v1,
voice_rpde,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_rpde,Neurodegenerative speech feature expansion v1,
voice_shimmer_apq11,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_shimmer_apq11,Neurodegenerative speech feature expansion v1,
voice_shimmer_apq3,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_shimmer_apq3,Neurodegenerative speech feature expansion v1,
voice_shimmer_apq5,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_shimmer_apq5,Neurodegenerative speech feature expansion v1,
voice_shimmer_dda,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_shimmer_dda,Neurodegenerative speech feature expansion v1,
voice_shimmer_local,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_shimmer_local,SAY catalog v1,
voice_subharmonic_interval_proportion,phonation,language_independent,sustained_vowel,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,voice_subharmonic_interval_proportion,Neurodegenerative speech feature expansion v1,
voice_sustained_f0_sd_semitones,phonation,language_independent,sustained_vowel,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,voice_sustained_f0_sd_semitones,Neurodegenerative speech feature expansion v1,
voice_sustained_power_sd_db,phonation,language_independent,sustained_vowel,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,voice_sustained_power_sd_db,Neurodegenerative speech feature expansion v1,
voice_voiced_ratio,phonation,language_independent,connected_speech|sustained_vowel,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_voiced_ratio,SAY catalog v1,
egemaps_equivalentsoundlevel_dbp,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_equivalentsoundlevel_dbp,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_amean,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_meanfallingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_meanfallingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_meanrisingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_meanrisingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_percentile50_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_percentile50_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_stddevfallingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_stddevfallingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_f0semitonefrom27_5hz_sma3nz_stddevrisingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_f0semitonefrom27_5hz_sma3nz_stddevrisingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_amean,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_amean,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_meanfallingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_meanfallingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_meanrisingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_meanrisingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_pctlrange0_2,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_pctlrange0_2,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_percentile20_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_percentile20_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_percentile50_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_percentile50_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_percentile80_0,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_percentile80_0,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_stddevfallingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_stddevfallingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_stddevnorm,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_stddevnorm,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudness_sma3_stddevrisingslope,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudness_sma3_stddevrisingslope,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_loudnesspeakspersec,prosody,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_loudnesspeakspersec,https://doi.org/10.1109/TAFFC.2015.2457417,
voice_f0_abs_change_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_abs_change_hz,SAY catalog v1,
voice_f0_cv,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_cv,SAY catalog v1,
voice_f0_iqr_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_iqr_hz,SAY catalog v1,
voice_f0_mad_semitones,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_mad_semitones,Neurodegenerative speech feature expansion v1,
voice_f0_mean_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_mean_hz,SAY catalog v1,
voice_f0_median_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_median_hz,SAY catalog v1,
voice_f0_range_5_95_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_range_5_95_hz,SAY catalog v1,
voice_f0_range_semitones,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_range_semitones,Neurodegenerative speech feature expansion v1,
voice_f0_sd_hz,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_sd_hz,SAY catalog v1,
voice_f0_slope_hz_per_s,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_f0_slope_hz_per_s,SAY catalog v1,
voice_intensity_cv,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_cv,Neurodegenerative speech feature expansion v1,
voice_intensity_iqr_db,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_iqr_db,SAY catalog v1,
voice_intensity_mean_dbfs,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_mean_dbfs,SAY catalog v1,
voice_intensity_median_dbfs,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_median_dbfs,SAY catalog v1,
voice_intensity_range_db,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_range_db,Neurodegenerative speech feature expansion v1,
voice_intensity_sd_db,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_sd_db,SAY catalog v1,
voice_intensity_slope_db_per_s,prosody,language_sensitive,connected_speech|sustained_vowel,ad|als|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,voice_intensity_slope_db_per_s,SAY catalog v1,
lex_age_of_acquisition_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_age_of_acquisition_mean,SAY catalog v1,
lex_concreteness_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_concreteness_mean,SAY catalog v1,
lex_familiarity_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_familiarity_mean,SAY catalog v1,
lex_frequency_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_frequency_mean,SAY catalog v1,
lex_imageability_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_imageability_mean,SAY catalog v1,
lex_log_frequency_mean,psycholinguistic,language_sensitive,,,derived_companion,implemented,lex_log_frequency_mean,SAY catalog v1,
resp_breath_group_count,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_breath_group_count,Neurodegenerative speech feature expansion v1,
resp_breath_group_mean_s,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_breath_group_mean_s,Neurodegenerative speech feature expansion v1,
resp_breath_group_sd_s,respiration,language_independent,connected_speech,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,resp_breath_group_sd_s,Neurodegenerative speech feature expansion v1,
